type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62
JapS-AQ4_panpan_000049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_panpan_000050,0.5150568,0.51375264,0.5051188,0.4887624,0.47802368,0.52006876,0.4933394,0.49053705,0.49410576,0.51490515,0.4862405,0.48837698,0.49588427,0.5072056,0.48026726,0.48394927,0.49162668,0.497319,0.47692809,0.48073512,0.48767504,0.654143,0.62058824,0.5877508,0.5735747,0.57352895,0.5992071,0.5790496,0.58722275,0.59574866,0.62255394,0.59797364,0.6070214,0.6157793,0.6433841,0.6195542,0.62698495,0.6345765,0.6623975,0.6410755,0.6451902,0.65256035,-7.665946e-08,-0.0034508375,-0.008526249,-0.012689606,-0.017016912,-0.017804878,-0.024771448,-0.026863143,-0.027628653,-0.019958269,-0.026360333,-0.025914045,-0.025822977,-0.021508431,-0.02755329,-0.023470365,-0.020458212,-0.022937402,-0.027645363,-0.024237433,-0.021569721
JapS-AQ4_panpan_000051,0.5031567,0.50368744,0.49756923,0.48622146,0.4779855,0.515538,0.4961136,0.48885098,0.48768935,0.50914276,0.48646376,0.4829002,0.48601004,0.5003355,0.4796771,0.47752196,0.48120633,0.49065107,0.4747704,0.4711799,0.47236332,0.6648709,0.6330024,0.60512775,0.5928532,0.5989158,0.6301058,0.6103197,0.61085516,0.61694753,0.6546464,0.63023067,0.62818086,0.6315702,0.67391104,0.6492328,0.64723694,0.65011084,0.68843937,0.6695662,0.6646061,0.66460174,-6.49289e-08,-0.004487132,-0.009080602,-0.012665967,-0.016878512,-0.015175289,-0.020744415,-0.024096927,-0.026189992,-0.016500663,-0.020501481,-0.021543821,-0.023464069,-0.01743657,-0.022060338,-0.02087354,-0.02033736,-0.018406095,-0.022162681,-0.020392228,-0.01937293
JapS-AQ4_panpan_000052,0.49273363,0.4956097,0.4932461,0.48617822,0.48013452,0.5166765,0.49201268,0.4858591,0.48903385,0.5097129,0.48236015,0.48002616,0.4860014,0.49902076,0.47340584,0.47377086,0.4807374,0.48713517,0.46939972,0.46954298,0.4747522,0.66959196,0.6348557,0.61106306,0.59577155,0.5886116,0.6300288,0.601823,0.605757,0.6147193,0.6544655,0.6225673,0.6282608,0.6362492,0.6741337,0.64574456,0.64994603,0.65654945,0.68920094,0.6681858,0.667476,0.6709143,-5.0944934e-08,-0.0036646707,-0.009432775,-0.015210749,-0.021173425,-0.011936052,-0.018935673,-0.022505065,-0.024641022,-0.014765804,-0.020453012,-0.021049056,-0.02205598,-0.017718706,-0.023125092,-0.020748204,-0.019245854,-0.020983182,-0.02599939,-0.02451204,-0.022948196
JapS-AQ4_panpan_000053,0.47931552,0.4833146,0.4840064,0.47562274,0.46371472,0.49973768,0.49158219,0.48036274,0.4737587,0.4946511,0.47925135,0.47245392,0.47122437,0.4868638,0.47169462,0.4671476,0.4674082,0.4789887,0.46898314,0.46521094,0.4643774,0.6898842,0.6597399,0.6345863,0.6254007,0.63851494,0.67242134,0.65463895,0.64763194,0.6496746,0.69201404,0.66883457,0.66746056,0.67201906,0.70814574,0.68727833,0.6861201,0.6879851,0.721178,0.70607203,0.7033734,0.70285237,-1.3400071e-07,-0.007837514,-0.014811433,-0.0213937,-0.028272834,-0.013182912,-0.020695483,-0.026241757,-0.03014834,-0.014109885,-0.019946542,-0.022750828,-0.0256887,-0.015686478,-0.021756962,-0.022537027,-0.023224434,-0.017946415,-0.021862805,-0.020649908,-0.02002062
JapS-AQ4_panpan_000054,0.47231504,0.479967,0.4835856,0.47401914,0.45745507,0.49049944,0.47681263,0.4721821,0.4687782,0.48150232,0.46259066,0.46302944,0.4650686,0.47017908,0.45292744,0.4556545,0.45938888,0.4599,0.4479312,0.44940957,0.4517456,0.722042,0.6936476,0.666019,0.64789885,0.65436554,0.7100696,0.68832314,0.6787579,0.6788977,0.7277048,0.6931148,0.692596,0.6988394,0.73835737,0.70459443,0.7068961,0.7146354,0.7446296,0.7206318,0.7214413,0.72745997,-8.9719414e-08,-0.0094757965,-0.016194815,-0.021845276,-0.027587345,-0.01452598,-0.02164395,-0.027380211,-0.0310568,-0.013620784,-0.016466865,-0.01731494,-0.019022262,-0.013483096,-0.016433612,-0.014729332,-0.0136052165,-0.014604269,-0.017582469,-0.01584167,-0.014151156
JapS-AQ4_panpan_000055,0.4679693,0.47680613,0.47895423,0.46929872,0.4527279,0.48039824,0.4538567,0.45280185,0.45910326,0.4707665,0.44491833,0.44752485,0.45610684,0.46048835,0.43829238,0.44263157,0.4501297,0.45153922,0.43573338,0.43811595,0.4420158,0.7416355,0.71460044,0.68740326,0.6688216,0.6740894,0.73400325,0.7054706,0.6862876,0.6823307,0.7559209,0.7191596,0.7063594,0.7095362,0.76797277,0.732279,0.7206662,0.72398835,0.77258384,0.746691,0.73707736,0.7385543,-1.2640301e-07,-0.012920478,-0.02060163,-0.026010893,-0.031183476,-0.021475753,-0.02897994,-0.033392604,-0.03718651,-0.019000322,-0.023839494,-0.023424448,-0.024343293,-0.017174019,-0.022747466,-0.020200843,-0.018455008,-0.01689221,-0.02334891,-0.023370648,-0.022787854
JapS-AQ4_panpan_000056,0.44980907,0.46125406,0.47052836,0.46589136,0.45450518,0.46670213,0.4467501,0.43760177,0.43218863,0.45499417,0.43415773,0.42661622,0.42445686,0.44448322,0.42739707,0.4213963,0.41999164,0.4364969,0.42548597,0.42170337,0.4213451,0.73284125,0.7162922,0.6992723,0.6834368,0.67298746,0.74499655,0.7270658,0.7058047,0.6879804,0.7660613,0.7371141,0.70917994,0.69118977,0.77879393,0.74729025,0.724258,0.71152127,0.7849721,0.7655563,0.7500278,0.7415012,-1.15661514e-07,-0.01544797,-0.028300595,-0.038925372,-0.048809335,-0.031756144,-0.04731941,-0.05502878,-0.05834571,-0.02934413,-0.044444036,-0.047242254,-0.047301006,-0.027591078,-0.040223893,-0.039267037,-0.036166824,-0.027006563,-0.034742463,-0.033560805,-0.030989064
JapS-AQ4_panpan_000057,0.4404299,0.45255876,0.46491188,0.46546575,0.45585427,0.4553202,0.43734527,0.42504,0.41562518,0.44501084,0.42329833,0.41159663,0.40392822,0.43663546,0.41717777,0.40647864,0.3997401,0.43011767,0.41575402,0.40687698,0.40171188,0.7475327,0.7283608,0.7139291,0.7005505,0.6904848,0.7535776,0.74426246,0.7290908,0.7126377,0.77378947,0.7622555,0.7435992,0.7264455,0.7845327,0.76933354,0.749956,0.73402286,0.78781164,0.7773236,0.7618503,0.74803275,9.6573824e-09,-0.017415486,-0.03075951,-0.041854773,-0.052779753,-0.031558096,-0.046411816,-0.05481625,-0.05909182,-0.029121695,-0.042990655,-0.047554195,-0.04944348,-0.027493518,-0.04118438,-0.042654973,-0.041135963,-0.027107451,-0.037154116,-0.03733361,-0.035696823
JapS-AQ4_panpan_000058,0.4392652,0.45455074,0.4671411,0.468049,0.45813456,0.4494587,0.4298063,0.4154054,0.4022383,0.44090915,0.4174586,0.40052354,0.38681024,0.4341777,0.41334313,0.3973104,0.38483527,0.42884865,0.41382644,0.4016647,0.3920439,0.7414721,0.7267728,0.71812767,0.7110052,0.70188355,0.75366336,0.752528,0.7507248,0.75106895,0.7729625,0.77567565,0.77448094,0.77176934,0.78376263,0.7855716,0.7829248,0.780239,0.7873459,0.79091287,0.7877039,0.7838456,1.0652532e-07,-0.015881315,-0.026538601,-0.035427347,-0.04476387,-0.024187539,-0.034965806,-0.042406052,-0.04737698,-0.022388443,-0.032639556,-0.03793181,-0.041378796,-0.021429038,-0.032156166,-0.035769306,-0.036686264,-0.02172403,-0.029254774,-0.03003406,-0.029760754
JapS-AQ4_panpan_000059,0.42847052,0.4438827,0.4580545,0.46359974,0.45670417,0.43464497,0.42154002,0.41048422,0.39874458,0.42472824,0.40986362,0.3974409,0.38511276,0.41868955,0.4057481,0.39433008,0.38323003,0.41537476,0.40412003,0.39416438,0.3853297,0.7533936,0.74078524,0.73037136,0.7204293,0.7139016,0.7598135,0.7714043,0.7820243,0.7905584,0.7755778,0.7898851,0.80018306,0.8087565,0.78684855,0.8000912,0.807877,0.81324315,0.7923738,0.79898965,0.80353326,0.80683273,2.4546137e-07,-0.020142734,-0.03417173,-0.0458603,-0.057923034,-0.030898275,-0.044068187,-0.053940076,-0.061049998,-0.027317531,-0.039929785,-0.048504226,-0.055368494,-0.024720442,-0.036578875,-0.04269107,-0.046604946,-0.023630552,-0.032180995,-0.035544764,-0.038152903
JapS-AQ4_panpan_000060,0.43625757,0.44740367,0.4574625,0.46024293,0.4535367,0.4315301,0.41867617,0.40896118,0.40019414,0.4224786,0.40744132,0.39596722,0.38561395,0.4168166,0.40236756,0.3923048,0.38304338,0.41373742,0.40106177,0.3920715,0.38410538,0.7437215,0.7324455,0.72810477,0.7224686,0.71480596,0.764219,0.7744658,0.78422594,0.79430544,0.7767851,0.792734,0.8056755,0.8166605,0.7840133,0.79948115,0.81022316,0.81951505,0.78678286,0.79987997,0.81018883,0.8193099,2.4951527e-07,-0.020941643,-0.034975678,-0.04600883,-0.05700312,-0.029714802,-0.040494237,-0.048118886,-0.05357235,-0.024767082,-0.03432765,-0.039851688,-0.044363935,-0.021070302,-0.029250503,-0.033456795,-0.036490336,-0.019101003,-0.024580268,-0.027053064,-0.029292352
JapS-AQ4_panpan_000061,0.45137018,0.45702896,0.46078455,0.4608797,0.45413053,0.4353947,0.41959792,0.40846527,0.39900333,0.42878282,0.41203123,0.39915088,0.38749397,0.42483732,0.40914798,0.3977205,0.38735378,0.4229024,0.41045475,0.40157264,0.39357865,0.7406949,0.72767544,0.72277623,0.72083133,0.7133479,0.76051944,0.77396935,0.7887512,0.8046211,0.77203995,0.7871668,0.8031637,0.82003987,0.77874196,0.7922254,0.80623806,0.8208073,0.7822921,0.7927973,0.8020656,0.811684,2.5054337e-07,-0.02686039,-0.044891376,-0.058818813,-0.07269149,-0.04031582,-0.05546858,-0.06603281,-0.073548384,-0.033536643,-0.047171462,-0.055442683,-0.061932586,-0.028072994,-0.039175414,-0.045066394,-0.049397558,-0.024731735,-0.03252114,-0.0365865,-0.0399873
JapS-AQ4_panpan_000062,0.44791043,0.45514303,0.46069792,0.461994,0.45600805,0.4361801,0.42273512,0.41220942,0.40264925,0.42934093,0.41413233,0.40221468,0.39111638,0.4250686,0.41187656,0.40136188,0.39211404,0.4230522,0.41317415,0.40557677,0.39841944,0.7436795,0.73001885,0.72271687,0.71901673,0.7154471,0.7579596,0.7733151,0.78872585,0.80393475,0.76682484,0.78525007,0.8020224,0.8192338,0.7713522,0.7880229,0.8025172,0.8160281,0.7741848,0.7869253,0.7975522,0.8072483,2.1269321e-07,-0.02575493,-0.043159112,-0.05657676,-0.06997575,-0.041301575,-0.055695646,-0.06526907,-0.07198944,-0.03436896,-0.047897153,-0.05639331,-0.063037306,-0.028192416,-0.038779754,-0.04474902,-0.049250282,-0.023882147,-0.031378016,-0.035563152,-0.03905992
JapS-AQ4_panpan_000063,0.456151,0.46281952,0.46640658,0.46659437,0.46197748,0.442128,0.42871305,0.4184671,0.40929335,0.43639177,0.4204034,0.40801004,0.39646375,0.4326477,0.4188552,0.4080665,0.39842507,0.43092144,0.4202192,0.4119148,0.40423548,0.73988926,0.7261061,0.7180139,0.7132124,0.7114468,0.7526899,0.7664475,0.7805266,0.7956192,0.76262736,0.77966326,0.79671216,0.81494737,0.76905024,0.7852013,0.7992871,0.81264734,0.7739769,0.7864965,0.7969326,0.806461,2.0490182e-07,-0.026066449,-0.04326001,-0.056501757,-0.06978048,-0.040692195,-0.055733237,-0.0661442,-0.073285185,-0.033923365,-0.047985423,-0.057447344,-0.06463567,-0.028057212,-0.039080832,-0.045736205,-0.05054273,-0.024110189,-0.03176552,-0.036073294,-0.039555367
JapS-AQ4_panpan_000064,0.46413988,0.46903202,0.47178695,0.47208095,0.46782252,0.44778222,0.43344906,0.42317575,0.41433012,0.4434311,0.4270403,0.4144794,0.4031022,0.44050914,0.4260775,0.41527283,0.40581885,0.43903306,0.42775613,0.41925338,0.41144955,0.73251134,0.7177081,0.70924634,0.7053505,0.7030354,0.7489162,0.76283276,0.7765445,0.7916347,0.75891566,0.7761212,0.7931724,0.81090444,0.76474035,0.78084534,0.79515207,0.8088052,0.7687963,0.7813506,0.79222476,0.8023146,2.0668128e-07,-0.025089085,-0.041566882,-0.054351147,-0.067102164,-0.037881844,-0.05207821,-0.062029175,-0.068781205,-0.031225612,-0.04461894,-0.053449966,-0.059941337,-0.025565874,-0.03594658,-0.041828133,-0.04584256,-0.021812886,-0.028969172,-0.03276263,-0.035634566
JapS-AQ4_panpan_000065,0.47187898,0.4716901,0.47096136,0.4729959,0.4736341,0.45087197,0.438908,0.43088534,0.42440152,0.4483172,0.4350912,0.42674848,0.4197638,0.4468061,0.43458885,0.4270598,0.42057243,0.4460332,0.4355911,0.42902523,0.42339933,0.71495503,0.70928264,0.70759636,0.70168436,0.69494337,0.73906857,0.75517637,0.76970005,0.78355753,0.75097287,0.77024573,0.7856527,0.80109394,0.75853765,0.7758218,0.78806025,0.80069506,0.76322126,0.77649635,0.7855315,0.7945009,1.451552e-07,-0.016200172,-0.027635492,-0.037051033,-0.04649685,-0.023663614,-0.03281635,-0.039097738,-0.04358503,-0.019817108,-0.028370732,-0.03324907,-0.03687749,-0.01678808,-0.023164913,-0.026147192,-0.02820311,-0.015149805,-0.018972171,-0.020483835,-0.021767486
JapS-AQ4_panpan_000066,0.46564198,0.46984312,0.4723423,0.47615469,0.48128122,0.46634406,0.46338668,0.46129566,0.4587844,0.461716,0.44972467,0.44307372,0.43827006,0.45701435,0.44478232,0.4383003,0.43312013,0.45313257,0.4432175,0.4374679,0.43414173,0.7324847,0.71142495,0.6969746,0.68554443,0.6784357,0.71227545,0.70435745,0.702832,0.7047171,0.7305293,0.7358088,0.74490297,0.7533857,0.74725497,0.75542295,0.7671594,0.7788159,0.759646,0.76682717,0.7762309,0.7869908,6.07074e-08,-0.012819448,-0.024180617,-0.034036294,-0.04416431,-0.026631933,-0.036952883,-0.043607805,-0.047927476,-0.024757901,-0.03262747,-0.03587355,-0.039108366,-0.023195991,-0.029622545,-0.032466516,-0.034853928,-0.022542046,-0.02589599,-0.026869174,-0.028474744
JapS-AQ4_panpan_000067,0.4789468,0.4787172,0.4736949,0.46625417,0.45854837,0.4803535,0.47495756,0.47044683,0.46490836,0.4771853,0.46633196,0.45973372,0.4530195,0.47220618,0.46141735,0.45408615,0.44709668,0.4677738,0.46015397,0.45581764,0.45097667,0.7086008,0.70001936,0.6977065,0.7057854,0.711023,0.6929638,0.68576306,0.6818439,0.67666364,0.70899755,0.718296,0.72834724,0.7365614,0.7230881,0.7366968,0.74700874,0.75594085,0.73346883,0.7452414,0.75414205,0.762684,-4.411454e-08,-0.0055549974,-0.010603039,-0.014745075,-0.01915929,-0.018468542,-0.024558043,-0.027814534,-0.030417409,-0.018559314,-0.025153758,-0.028476007,-0.031751573,-0.018173316,-0.025370982,-0.028289124,-0.030710267,-0.017704647,-0.023174046,-0.02511017,-0.027122881
JapS-AQ4_panpan_000068,0.37254453,0.38479745,0.39461598,0.40503296,0.41499665,0.3832127,0.38575765,0.38740245,0.3885132,0.3760092,0.37627065,0.3761743,0.37580276,0.36890754,0.36825052,0.36828753,0.36895543,0.36210144,0.3590372,0.35843533,0.35846055,0.580944,0.5670253,0.5427687,0.5244143,0.5111319,0.5135198,0.4771519,0.45693445,0.4398307,0.51621467,0.47912392,0.45558783,0.43639493,0.52507186,0.49317992,0.47094166,0.45186436,0.5383458,0.51798666,0.5012978,0.48564088,4.2537888e-08,-0.007099777,-0.011528869,-0.015429581,-0.01970446,-0.012165866,-0.018892672,-0.023413287,-0.026804445,-0.0137155,-0.019867899,-0.024174733,-0.027783241,-0.015944371,-0.022093441,-0.02605073,-0.029212963,-0.018737242,-0.02489833,-0.02804624,-0.030437812
JapS-AQ4_panpan_000069,0.5005886,0.49858645,0.49161616,0.48385558,0.47925547,0.4896784,0.48237446,0.47737405,0.47339565,0.4892923,0.48207682,0.47731626,0.4733827,0.48921418,0.4819624,0.47804213,0.4749223,0.4895341,0.48424307,0.48168737,0.47958687,0.6184265,0.5961133,0.5735508,0.5596001,0.5487691,0.5652699,0.54726124,0.5337988,0.5220184,0.5716939,0.5524226,0.5380883,0.5242306,0.581086,0.565438,0.5550298,0.5448882,0.5930764,0.58173424,0.5737904,0.56692934,1.2022283e-08,-0.0018464356,-0.0031914273,-0.004754024,-0.0064548953,-0.0036649934,-0.0083297435,-0.012012874,-0.014558714,-0.0055256854,-0.009595823,-0.012460076,-0.014547204,-0.0076850257,-0.011573454,-0.012768048,-0.013420031,-0.0101020485,-0.013247643,-0.013683747,-0.013806628
JapS-AQ4_panpan_000070,0.50840646,0.50376046,0.4985246,0.49478692,0.49131495,0.49372432,0.4861831,0.48078147,0.4757421,0.49338138,0.484228,0.47764498,0.47174785,0.4928417,0.48408607,0.47803193,0.47268632,0.49231002,0.48555845,0.48060918,0.47673962,0.59296244,0.6053802,0.612417,0.61192966,0.60791993,0.5738393,0.55995494,0.5483502,0.538296,0.56203085,0.541936,0.52679145,0.5135301,0.5549733,0.53726375,0.5240771,0.512297,0.5525041,0.5398493,0.5308289,0.5226518,8.9935526e-08,-0.013798107,-0.023256205,-0.03064637,-0.03772875,-0.020812316,-0.029628912,-0.03575663,-0.03973556,-0.017898489,-0.02563685,-0.030154807,-0.03324716,-0.015683968,-0.021793026,-0.024843235,-0.026815634,-0.014533484,-0.018802254,-0.020420266,-0.021461854
JapS-AQ4_panpan_000071,0.4992716,0.49079433,0.48319837,0.47496346,0.4663229,0.48991415,0.4835274,0.4761953,0.46921906,0.49078217,0.48495364,0.47755986,0.470778,0.49287254,0.48839667,0.48322013,0.47789672,0.49601912,0.49442592,0.49124393,0.48810208,0.59544665,0.5807224,0.5632954,0.5524211,0.54302156,0.54808265,0.527977,0.51374674,0.5029307,0.552478,0.5282652,0.5127005,0.49972135,0.56105113,0.53998226,0.52597684,0.5132308,0.5737573,0.56304234,0.55514467,0.5476429,1.0462279e-07,-0.0048092417,-0.009423313,-0.013484491,-0.018096687,-0.016076416,-0.025314238,-0.031202449,-0.035429496,-0.018910855,-0.028241675,-0.03378317,-0.038049567,-0.021810247,-0.031371333,-0.03682184,-0.040634725,-0.02468168,-0.03387249,-0.038632266,-0.042083796
JapS-AQ4_panpan_000072,0.36510843,0.3646184,0.36160627,0.36183727,0.3647441,0.35680693,0.35558158,0.35576946,0.35643372,0.3578016,0.35680282,0.35819873,0.35981324,0.35940278,0.358421,0.3581967,0.3588862,0.36201167,0.3604741,0.3604459,0.36092398,0.65889937,0.6291949,0.598569,0.57368135,0.552373,0.61735344,0.61625516,0.61804533,0.61824393,0.6403451,0.6433655,0.6511211,0.6566694,0.6581358,0.66194093,0.67037606,0.674627,0.6713235,0.6790386,0.6870767,0.6902214,-2.9937596e-08,-0.0063286037,-0.010872447,-0.0149811795,-0.020354832,-0.010054246,-0.015465883,-0.02050226,-0.024638899,-0.01049467,-0.016112735,-0.021363579,-0.026067195,-0.011177524,-0.017245293,-0.020416122,-0.02301183,-0.012168275,-0.017304981,-0.01850829,-0.019676587
JapS-AQ4_panpan_000073,0.5140316,0.5000751,0.48511544,0.47503257,0.4672336,0.47999105,0.4632182,0.4558018,0.45328975,0.48271206,0.46423566,0.45695293,0.4553823,0.48599315,0.46849108,0.46027276,0.45822203,0.49083194,0.47560474,0.46691167,0.4630791,0.5539351,0.57131964,0.57818335,0.5808145,0.57666534,0.52674353,0.5371244,0.55735517,0.57464373,0.5163245,0.529052,0.5535514,0.5736897,0.5106567,0.5215376,0.5443763,0.56334084,0.5084021,0.5167461,0.5328364,0.54791725,-1.4183007e-07,-0.008811547,-0.014606894,-0.019881658,-0.024975454,-0.009031508,-0.018443746,-0.026030945,-0.030140188,-0.008339641,-0.016548334,-0.021964183,-0.024616932,-0.008833273,-0.0165467,-0.020029841,-0.020856924,-0.010006153,-0.016221778,-0.017847393,-0.017563371
JapS-AQ4_panpan_000074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_panpan_000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_panpan_000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_panpan_000077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_panpan_000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_panpan_000079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_panpan_000080,0.48820853,0.4827619,0.48155475,0.48430687,0.4869859,0.47328976,0.47260612,0.47829378,0.4831483,0.47626555,0.48704818,0.49640733,0.50243556,0.48169857,0.4923611,0.50006557,0.5049133,0.48766133,0.4956196,0.5009459,0.50435674,0.4895787,0.5067613,0.5261062,0.5403724,0.5486894,0.52305496,0.5432218,0.54627806,0.543895,0.5142503,0.5326195,0.5382514,0.5393689,0.5062484,0.52336055,0.52909696,0.5306106,0.49976444,0.5139668,0.51908034,0.5212398,-8.80219e-08,-0.0011262192,-0.0034224992,-0.005821848,-0.00864351,-0.007485748,-0.012212162,-0.014739881,-0.01600886,-0.008858313,-0.013023756,-0.015033904,-0.01679131,-0.010076422,-0.01429355,-0.015338305,-0.015943749,-0.011077799,-0.014722663,-0.015064251,-0.0148701
JapS-AQ4_panpan_000081,0.49931532,0.49252594,0.48955423,0.48985788,0.49083254,0.4804322,0.47804585,0.48096564,0.48484662,0.48400256,0.49076432,0.49855912,0.5044102,0.48990306,0.49713066,0.5043652,0.5095328,0.4964855,0.5020846,0.5068948,0.510263,0.48747918,0.5002585,0.5191342,0.5351971,0.5476204,0.5146588,0.53296083,0.54210275,0.5456172,0.5088538,0.53127736,0.54111385,0.5452628,0.5045022,0.52520114,0.5334688,0.5366903,0.50143415,0.51777804,0.5235198,0.5264973,-7.4385646e-08,-0.00045302088,-0.002634987,-0.0050032367,-0.007863305,-0.006253695,-0.0113085415,-0.014419045,-0.0159548,-0.007832379,-0.011920618,-0.013800881,-0.015316166,-0.009304513,-0.013354766,-0.014006874,-0.014227347,-0.010539167,-0.01389776,-0.0140589895,-0.013694951
JapS-AQ4_panpan_000082,0.5095602,0.5002113,0.49384046,0.49227133,0.49316475,0.48660603,0.48432434,0.48592734,0.48892182,0.4906107,0.49370316,0.49951592,0.5049355,0.49660754,0.49961355,0.5047805,0.5093995,0.50341284,0.5059426,0.5094866,0.51270443,0.48970306,0.4974698,0.51435685,0.53099334,0.5447437,0.50903064,0.5259816,0.5371628,0.5446077,0.50952953,0.53157866,0.54376584,0.5510841,0.5107466,0.5317814,0.54214346,0.54790574,0.512006,0.5277894,0.5356141,0.54105693,-6.609398e-08,0.00013968453,-0.0014539581,-0.0034079815,-0.0058117704,-0.003554193,-0.008175103,-0.011717597,-0.013782887,-0.0053136316,-0.009084974,-0.011327897,-0.013061586,-0.007087736,-0.010353861,-0.01114383,-0.011597735,-0.008702047,-0.011295655,-0.011562872,-0.011441061
JapS-AQ4_panpan_000083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_panpan_000084,0.31211674,0.31623182,0.32863393,0.34364355,0.35203302,0.30809888,0.32945478,0.34290624,0.34993234,0.30891344,0.3334598,0.34423053,0.3466479,0.3132924,0.33702835,0.34616935,0.34821466,0.32070157,0.33977404,0.3466899,0.34805107,0.610424,0.5850875,0.5681337,0.56524134,0.57266587,0.5860799,0.5777465,0.57719713,0.5803046,0.6102794,0.60101014,0.5974863,0.59616196,0.6298937,0.6184809,0.6133249,0.6115559,0.6453893,0.6350076,0.6271696,0.6224432,1.2576126e-07,-0.004635618,-0.011575572,-0.017872777,-0.02426046,-0.020187143,-0.026806064,-0.029777277,-0.031536423,-0.022140652,-0.027922796,-0.026761832,-0.026923884,-0.023712788,-0.027972396,-0.023594564,-0.021078438,-0.025829911,-0.027097238,-0.023101585,-0.020959392
JapS-AQ4_panpan_000085,0.3398974,0.34470192,0.35228896,0.35941032,0.3650885,0.32182238,0.3422084,0.35669675,0.3654419,0.3192969,0.34169382,0.35690945,0.36394346,0.32121646,0.34223694,0.35511464,0.3599936,0.32580465,0.34514275,0.35542437,0.35935378,0.5933748,0.5753912,0.56152844,0.556992,0.548533,0.5479865,0.54546195,0.54874766,0.55039257,0.56945515,0.5692372,0.5686757,0.56589687,0.5918191,0.59206307,0.5873897,0.5815734,0.61095184,0.6099303,0.60339636,0.59687185,-8.478388e-08,-0.0110088475,-0.021596078,-0.031416092,-0.040808707,-0.019986216,-0.033926614,-0.041890327,-0.04578778,-0.020138413,-0.03293241,-0.035970103,-0.0366746,-0.021239016,-0.032531798,-0.031708762,-0.029304646,-0.023335466,-0.030188635,-0.029003125,-0.02678498
JapS-AQ4_panpan_000086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
