type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
JapS-AQ4_bon_000020,0.013987649,0.0012283362,-0.024008956,0.0038841479,-0.014079038,-0.019688748,-0.005870402,-0.005682513,0.025111098,0.004207555,-0.02006146,-0.016422473,0.017928302,-0.006574217,0.029489119,0.02071201,-0.00055387244,-0.0050012507,-0.02640912,0.011792596,0.0017444417,0.03024206,-0.0041868202,0.014980391,-0.009121351,0.020563807,0.02267978,0.018678728,-0.0057644993,-0.012099326,0.014427826,-0.022330396
JapS-AQ4_bon_000021,0.0015759128,0.03845016,0.018840693,0.031027308,0.007834943,0.00255103,0.010116012,0.023113145,-0.008339873,0.004769939,0.018385699,0.0024577286,-0.023846965,0.020533158,-0.011137208,0.01956403,-0.025801754,0.003258261,-0.013207746,0.024224443,-0.01583925,-0.035444222,0.03399416,-0.027366541,0.015034022,-0.016437491,-0.025532372,0.030559534,0.02110935,0.026029067,-0.016262108,-0.013896719
JapS-AQ4_bon_000022,-0.007747907,0.016905263,0.028684419,-0.012734361,-0.008067779,-0.027368989,0.024340399,0.0012783334,-0.02367615,-0.020960804,-0.008373447,0.009457327,-0.016857266,0.011422992,-0.024607334,-0.010114398,-0.022871181,-0.008451182,0.020862319,-0.022538196,0.008957308,-0.00091900304,-0.012719516,0.025004655,0.026427556,-0.02723613,0.025960632,0.010915831,-0.01019505,0.029890127,0.024261054,0.010758948
JapS-AQ4_bon_000023,0.0010436997,-0.01589511,0.012843974,-0.018361118,0.021417875,-0.013546329,0.013852108,-0.01899394,-0.0013491437,0.0050731674,-0.0006460883,0.015213214,-0.0143991895,0.022227418,0.017692044,-0.020541813,-0.0183972,0.02744722,0.0014316849,-0.015908878,-0.014574375,-0.02000723,0.0018274859,0.0016172752,0.022522703,-0.02962568,0.027564414,0.022350166,-0.0029928423,-0.010113049,0.027687538,0.01970847
JapS-AQ4_bon_000024,0.013954826,0.02074558,-0.029791072,0.018187586,-0.011417847,-0.025046177,-0.013916366,0.02373223,0.026856601,0.022421226,-0.008834876,-0.00825708,0.007223442,0.01843661,0.024718758,-0.008443251,0.005109206,0.011460677,0.0065320246,0.01924299,0.019190282,-0.00791236,-0.027022004,0.030300904,-0.019255787,-0.012137722,0.026002642,0.0037105456,0.026828561,-0.012854911,0.031002644,0.017966334
JapS-AQ4_bon_000025,-0.009795193,-0.0137271695,0.0123691745,-0.007263284,-0.017043978,0.018079434,-0.023465328,-0.0016877577,-0.010007858,0.0014903583,0.030451719,-0.003754571,0.02036558,-0.01720111,-0.025752563,0.0058972314,-3.310293e-05,-0.01608647,0.017968252,0.011242181,0.027922165,0.010986488,-0.0290431,0.012833074,0.016210895,0.0067690946,-0.028682318,0.018277615,-0.026318546,-0.025634073,0.0026939698,0.0162994
JapS-AQ4_bon_000026,-0.023403913,0.018628959,-0.00838941,0.0050825737,0.00070342794,-0.019500535,0.0046301037,-0.005354237,-0.012371134,-0.000967294,-0.028341278,0.008104224,0.008643143,0.024598852,0.014457844,0.010505337,-0.02457092,0.026971232,-0.012789089,-0.029277403,-0.022103056,-0.016437992,0.0056112,0.01895921,-0.012771353,-0.014735267,0.017867751,0.0019710995,0.01790484,0.0007770248,-0.02994404,0.021668095
JapS-AQ4_bon_000027,0.008442506,-0.0017036088,0.00096362457,-0.023884103,-0.009199142,-0.02977147,-0.024726924,-0.020169146,-0.026841331,0.016789082,0.019983806,0.019246373,-0.0006986894,0.024947912,-0.010187872,-0.0133558735,-0.016234808,0.013447598,0.029854707,0.02275585,0.01921967,0.015356492,0.009758666,-0.03028515,0.018512435,0.018710736,-0.0149149075,0.024426788,-0.0055429973,0.01955055,0.03073651,-0.013801418
JapS-AQ4_bon_000028,-0.006504249,0.020218488,0.010254141,-0.02771324,0.015569456,-0.007868733,-0.028223418,-0.011959787,-0.017212145,0.02492243,0.009178702,-0.008923393,-0.006790828,-0.022817262,-0.014890201,0.023145307,-0.030548338,0.026692972,0.018111821,-0.02998231,0.0071851984,-0.030599978,0.011552673,-0.024285257,0.025549889,-0.0038167238,0.024290286,0.019757811,0.029291518,-0.014687043,-0.0069868565,-0.004927639
JapS-AQ4_bon_000029,-0.014380679,-0.001301568,-0.0064533204,0.0026539154,0.021777552,0.0283226,-0.013682596,0.028790295,0.025091048,-0.025616743,-0.00081884116,-0.026368223,0.018313825,0.010928992,-0.014592573,0.022454191,-0.023846019,0.024022046,-0.018779375,0.009386279,0.028813995,0.02917834,-0.0062904954,0.00121231,-0.030513488,0.008705687,-0.010089021,-0.031093232,-0.01500367,0.017031815,-0.010924347,-0.021202873
JapS-AQ4_bon_000030,-0.010295156,-0.006069999,-0.019125264,-0.024879698,-0.004489951,0.0045622066,0.00042567402,0.020934146,-0.018493205,0.025347777,0.023504734,0.0039321072,-0.031191051,-0.0115937665,-0.021731827,0.025822483,0.025940262,-0.0069080777,0.017180651,-0.015925955,-0.010377649,0.013988823,0.008801293,0.0018735081,0.0030742474,0.030034468,0.025584947,-0.009222005,-0.01805741,0.0069594234,0.010532476,-0.010858227
JapS-AQ4_bon_000031,0.031128041,0.028452627,0.018926136,-0.0010063052,-0.029095232,0.0015950873,-0.027912844,-0.011914868,-0.0025895126,-0.026719589,0.026129581,-0.015190616,-0.023424622,0.019762881,0.027364552,-0.00027284026,0.02439905,0.005514454,-0.017899327,-0.009060938,-0.0022178292,0.003826037,-0.02805898,-0.018784206,-0.002806846,0.03005119,-0.003828045,0.017012864,0.010489762,-0.008343618,-0.019558344,-0.02824584
JapS-AQ4_bon_000032,-0.018704507,-0.018088613,-0.019480478,-0.0018932186,0.004159484,-0.01954133,-0.011938039,0.013206769,-0.028427735,-0.022221316,-0.0184047,0.02631674,9.594858e-05,-0.028559588,-0.00902861,0.022752732,0.0151772015,-0.019854385,-0.014328934,-0.005373139,0.026765712,-0.015299983,0.016291622,-0.017809566,0.011567894,-0.006407462,0.029068116,-0.022372086,0.029057544,-0.00042208657,0.029936064,0.028703332
JapS-AQ4_bon_000033,0.0024544299,-0.017529614,-0.004962601,-0.029363338,-0.0041204467,0.026957635,0.0018217191,-0.018217675,0.01898621,0.008385874,-0.019303367,-0.015277687,0.0035705008,0.023739263,-0.015465122,0.0149720125,0.008500963,0.029272247,-0.008687794,-0.0082635805,-0.029795475,0.011895709,-0.012898333,0.0076640397,-0.013456121,0.028159108,-0.019242581,-0.02782828,-0.014616281,0.007258743,-0.0073115677,-0.016844522
JapS-AQ4_bon_000034,0.021357872,0.014769852,0.02833362,0.021117888,0.030192532,-0.004994668,0.011367299,-0.026649408,0.011043824,-0.021742884,-0.019390121,0.0077869296,-0.015352763,-0.023347192,0.026152477,0.0059203655,0.0040274,-0.005841054,-0.026375614,0.009238243,-0.030327938,-0.0091652125,-0.0087063275,-0.001661431,-0.007484857,-0.020584963,0.01782886,-0.014980368,0.019152746,-0.030924715,-0.030343868,0.027673867
JapS-AQ4_bon_000035,-0.014041327,-0.010631148,-0.011430211,-0.011302702,-0.0121838,-0.022584874,0.013105348,0.010808334,-0.013126265,0.02413164,0.01317662,0.028499003,-0.023801934,-0.0025355853,0.007669989,-0.029516127,-0.030894395,-0.019425713,-0.024234366,-0.021268826,0.00020907819,0.02651266,0.025872376,0.024362035,0.0036458485,0.026899971,-0.020225074,0.014354963,0.00854351,-0.008875914,0.005210396,-0.0064606704
JapS-AQ4_bon_000036,-0.0025138222,-0.027594358,-0.017797135,0.013477635,-0.023161829,-0.026329726,0.025645148,-0.015580788,-0.021765612,0.030114733,-0.0002146922,-0.009355921,-0.01790952,0.02797132,-0.010092936,0.013345573,0.0048747584,0.015117407,0.0061612353,-0.025879562,0.024456084,0.011461105,-0.004420601,0.011629868,0.02681369,0.013564613,0.011866514,-0.01909154,-0.021562371,0.013272755,0.020687122,0.012619007
JapS-AQ4_bon_000037,-0.024601411,-0.006358862,0.02151984,0.016474027,-0.001591593,0.007223662,0.0047166273,0.019964822,-0.009296797,0.0067409575,-0.027415764,-0.0061210655,0.011041068,-0.023402859,-0.018499672,-0.0072636306,-0.0034679063,0.0054917857,-0.017764889,0.003672395,-0.020007458,-0.010462534,0.0023066662,-0.022936378,0.011473548,-0.022917207,0.0186931,-0.029167447,-0.018518988,-0.006701622,0.02299377,0.025362115
JapS-AQ4_bon_000038,0.0152171515,-0.013375618,-0.014037903,-0.0131573975,0.005468879,-0.008985221,0.002784524,0.0020968802,0.007129438,0.007856652,-0.021952994,0.0236426,-0.026629161,0.0138361715,-0.0050830543,0.02984852,0.0008174479,0.00064428896,-0.011663463,0.0019037984,0.022811692,-0.011674274,0.029852398,0.0045528896,-0.010547694,-0.028074272,-0.022384211,0.023974173,-0.017996803,-0.015460927,0.008689292,0.01482299
JapS-AQ4_bon_000039,0.016463425,0.0115459,-0.027575005,0.025361955,0.00956665,0.009389613,-0.024109233,-0.0035976805,0.0008658469,-0.02691064,0.0030648261,-0.0021785907,-0.013334539,0.027673967,0.01503348,0.016562864,0.011570968,-0.0082004145,0.0098386705,0.013094954,0.029596,0.012499336,-0.0224595,0.030696824,0.02102957,-0.012199897,0.016636979,-0.011617757,0.023809396,0.026643664,-0.01766339,0.019297909
JapS-AQ4_bon_000040,0.025366768,0.0008797273,0.009619009,0.00045106187,-0.022517528,0.02024557,0.007108975,-3.3866614e-05,-0.02135628,-0.023001898,-0.021697722,-0.010176022,0.017733954,0.00084489956,0.011668015,0.013387788,0.0050206147,0.021890108,0.008967042,-0.026380166,0.0022723824,-0.0057797283,-0.011319138,-0.025428329,0.0007860698,-0.005276989,-0.006474711,-0.0072370693,-0.028646316,-0.028126087,-0.025814638,-0.012706544
JapS-AQ4_bon_000041,0.017263826,0.026859164,0.014335979,-0.013066869,-0.0136622,-0.024650358,0.0040394478,0.027386755,-0.014510538,-0.023621093,-0.015623711,0.021384053,0.0011622012,-0.0040289797,0.009131063,0.0026847646,-0.012090545,-0.016294543,0.015676063,0.0015808865,0.0038338974,-0.01219004,-0.011315104,0.016390547,-0.02823133,-0.017169405,0.0183631,-0.0068696067,0.012619574,-0.001999557,0.0007495247,-0.019496463
JapS-AQ4_bon_000042,0.012935985,-0.029215131,0.020320244,-0.024571158,0.024536245,0.025511589,-0.028515313,0.0054150596,0.014680065,-0.002040267,-0.029492993,-0.01153874,-0.0156595,0.011037193,0.01950011,-0.003596954,-0.0208413,0.024505366,0.019021932,0.009926971,0.02337081,-0.015985716,0.019671746,-0.014225226,-0.013949312,0.0076455213,0.011215705,0.010009754,0.024792321,-0.0302019,-0.027676623,0.009729743
JapS-AQ4_bon_000043,0.019447114,0.0063236244,-0.02018563,0.0038714893,0.027058054,0.018489216,0.0134311095,0.016899753,0.013108633,0.016358871,-0.0014199466,0.0011139587,0.022868719,-0.003343124,-0.012400042,0.030051064,-0.026279643,0.0030919947,0.003418196,0.0028553195,0.029831972,-0.0053388663,-0.01802424,0.0036218204,0.021779139,0.025051422,-0.0046761483,-0.0055581816,0.014770385,0.013689056,0.01883636,0.004103653
JapS-AQ4_bon_000044,0.029073708,0.0019776449,0.021644007,-0.019164473,0.013778206,-0.011061486,-0.011312015,-0.031187154,-0.013946239,-0.009882905,-0.010305166,-0.030183129,-0.010705136,-0.025790006,-0.00033618137,0.013950303,-0.010297764,0.030177336,0.0033404902,0.005604349,-0.018009026,0.0021187924,0.0058893003,0.02526562,0.013406407,-0.016318318,0.0071839765,-0.010273911,-0.022450905,-0.0054068677,-0.0013476238,0.013369255
JapS-AQ4_bon_000045,0.02114847,-0.005391389,0.0013602711,-0.024942737,0.022732139,0.028975535,0.007237252,-0.02169114,-0.021089803,0.027212836,-0.019312616,0.012125708,0.006635081,-0.022244759,-0.0101845525,0.022775225,-0.02573461,-0.0139017105,0.019752584,-0.024721902,0.0030563772,0.0023121312,-0.009066369,-0.00055431575,0.012936208,-0.00023848563,0.009074844,-0.0125694685,-0.0012847967,-0.005875081,0.0127605535,0.02749316
JapS-AQ4_bon_000046,-0.018163338,-0.009006526,0.014707118,0.0142414905,0.018099297,-0.022849992,0.024651013,-0.026076756,-0.026170105,-0.010935813,-0.008563329,0.011462253,-0.000868123,0.013614755,-0.012289237,-0.026122097,-0.016524382,0.03052752,0.0067977943,0.028753992,0.0077479295,-0.028214242,-0.008097906,0.029008724,-0.008347806,0.021123923,0.00012034923,-0.025523651,-0.015465777,-0.009603869,-0.0023072623,-0.028290164
JapS-AQ4_bon_000047,-0.0136178285,-0.018985398,-0.029794104,-0.010805562,-0.009783294,0.014597729,-0.027747292,-0.011955392,-0.030504245,0.015727926,-0.00577458,-0.010855187,-0.012567963,0.001995653,0.017651439,-0.011969194,0.006834496,-0.005547788,-0.030701675,0.023746531,0.021962289,0.0050783977,0.02024012,-0.016420048,0.02754566,0.011032227,-0.015476584,-0.025817595,0.00034921244,-0.011178449,0.022065595,-0.024901152
JapS-AQ4_bon_000048,0.029155385,0.008756999,0.003352236,0.010907888,-0.0011822656,0.01720472,-0.02069239,0.0061497763,-0.010817386,-0.0044838227,0.005991861,-0.030847177,0.02909381,0.02558053,-0.017762106,-0.0005833246,-0.0028551556,0.019378025,-0.0062769987,0.013169587,-0.0084738545,-0.020414472,0.02112842,0.016635701,-0.01991272,0.019506201,0.00088563934,0.027055267,-0.008376539,0.0018691085,0.008822892,0.00033258647
JapS-AQ4_bon_000049,-0.0018256679,-0.006071534,-0.014177669,0.0074786544,0.02201124,0.025642958,0.001822196,-0.01908563,0.029543396,-0.020688575,-0.016409565,-0.019402951,0.014991563,0.021661416,0.0018690489,-0.02319713,-0.0045491643,-0.012149852,0.0172792,-0.008921683,0.02238496,0.023070335,-0.0008301139,0.005780842,0.01435107,-0.005405981,-0.030642122,-0.013138548,-0.022548374,0.004721511,0.021438368,0.024399735
JapS-AQ4_bon_000050,0.02693131,-0.015989209,0.0052998513,0.00069988065,0.002252704,-0.019155301,0.0015052898,0.024301529,0.0053360397,0.011628149,0.008160963,-0.03575976,0.021476667,-0.029205915,0.026790578,-0.014015908,0.022228355,-0.02467996,-0.01182644,-0.01259522,-0.017838921,0.0058607874,0.040030796,-0.003812027,0.0043790475,-0.021130752,-0.0004939098,-0.0041746898,-0.014558233,0.0029874386,0.033005588,0.018515637
JapS-AQ4_bon_000051,0.011082411,0.0075730085,0.021459348,-0.0022704415,0.013727859,0.02124025,-0.016308732,0.019739691,-0.004926808,-0.02779857,-0.025533963,-0.023406863,0.0023554526,-0.0045061447,0.012826037,-0.009265445,0.016818099,-0.026478533,-0.011881247,-0.008996978,-0.009168208,0.025550075,-0.0049588904,0.020832088,-0.012420218,-0.014184322,0.020353243,-0.013388939,0.01633989,-0.018312048,0.0004073456,0.0010467283
JapS-AQ4_bon_000052,0.022085506,-0.009755563,0.0066849887,0.020196062,0.0023909025,-0.015119411,-0.0005341619,0.003770452,-0.019499633,0.019540548,-0.026736263,0.030773096,0.027799457,0.026447337,-0.020760912,-0.029189847,0.030475505,-0.0066821575,-0.016638182,0.007690776,-0.0043738447,-0.025106143,0.018638887,-0.007886149,-0.031145178,0.0059730485,0.024349917,0.020112168,0.029348262,-0.022681303,0.0052093826,0.015549805
JapS-AQ4_bon_000053,-0.025701147,0.028930351,0.0040205605,0.009923682,-0.0038200803,0.024471883,-0.002645947,-0.011835568,-0.014907509,-0.02816464,-0.016148567,-0.019243859,0.0016972609,0.028094217,0.013138518,0.016108964,-0.030149262,0.0029703565,0.01934509,0.00024044886,0.00707056,0.007848285,-0.025231224,-0.010949887,-0.009901304,-0.004412364,-0.025291216,0.004053369,-0.005701307,0.0013090074,-0.0200167,-0.01780989
JapS-AQ4_bon_000054,-0.0072724633,-0.023450479,-0.023345869,0.011947311,0.030795857,0.024499185,0.02957536,-0.026889041,-0.011661004,-0.0027720183,0.025774747,0.012803756,0.020056102,0.01479838,-0.01560948,-0.016912933,-0.010887921,0.024932835,-0.028684791,0.015558336,0.020583954,-0.021424472,0.014342047,-0.011968594,0.0044625066,-0.0038808435,0.015772719,0.02583716,-0.018858999,0.026203074,0.0105812065,-0.0064000934
JapS-AQ4_bon_000055,0.010488827,0.010227628,-0.014983468,-0.016699728,0.02756266,-0.008698482,-0.007780019,-0.027608663,-0.003405787,-0.004915364,-0.017594699,-0.026323374,-8.769333e-06,0.019884031,0.021456443,0.014650047,-0.024325758,0.0065626204,0.02016975,0.008671824,0.025402851,0.026941724,0.015701968,0.0057337806,0.013854556,-0.0018026009,-0.030243516,-0.019188464,-0.020893514,0.012882143,-0.012720533,0.026200369
JapS-AQ4_bon_000056,-0.007803537,-0.011248734,0.00071914494,-0.0037604906,0.017510679,-0.015376717,0.0059318244,0.006192863,0.0129259825,-0.030157335,0.026903149,-0.028643426,-0.023009423,0.015624557,0.010762852,0.005239263,-0.0106213465,0.024032071,0.015937917,0.00017505884,-0.0011289082,-0.026464049,0.0057133883,-0.012846891,0.029516622,0.016016971,0.020698652,-0.005319204,0.01721251,-0.023813259,-0.0018002912,0.031055134
JapS-AQ4_bon_000057,-0.017905623,-0.0060522966,-0.02409736,0.0025711022,-0.016287532,-0.0070369653,-0.008091919,-0.017185003,-0.00023360923,0.020965904,0.026703592,-0.021489311,0.023669437,0.01485128,-0.024828691,0.028437082,-0.028021097,-0.0016395077,0.018673986,-0.006149728,0.0063028038,-0.028126072,-0.0041358396,-0.018894646,0.01749131,0.010603126,-0.0032620542,0.023792423,-0.030775145,-0.029132534,-0.029150221,-0.023982644
JapS-AQ4_bon_000058,0.018287342,0.0067756213,-0.012124404,0.018640012,0.0060339905,-0.01899429,-0.0066997707,0.020771887,0.027991489,0.026787035,0.009854961,0.022234138,-0.006752599,0.027115993,0.01918478,-0.025477137,-0.007580269,0.021406624,-0.019306306,-0.019311335,0.013453741,0.0022581667,-0.028621428,0.031171244,0.0055136457,-0.0012644455,0.010573372,-0.002630692,-0.017631292,-0.0161216,-0.025143966,0.008892696
